,TimePeriod,Act1,Act2,Act3,Act4,Act5,Act6,Act7,Act8,Act9,Act10,Act11,Act12
7722,T2,11.0,0.0,14.0,61.0,24.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0
7723,T3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7724,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7725,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7726,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7727,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7728,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7729,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7730,T0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7731,T1,9.0,0.0,3.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
7732,T2,10.0,0.0,10.0,21.0,37.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
7733,T3,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7734,T4,6.0,0.0,20.0,17.0,21.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
7735,T5,52.0,0.0,20.0,36.0,12.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
7736,T6,16.0,30.0,15.0,28.0,18.0,2.0,8.0,0.0,0.0,0.0,3.0,0.0
7737,T7,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7738,T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7739,T9,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7740,T0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7741,T1,49.0,1.0,17.0,28.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
7742,T2,16.0,0.0,3.0,26.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7743,T3,15.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7744,T4,3.0,7.0,4.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7745,T5,0.0,20.0,4.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7746,T6,0.0,20.0,6.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7747,T7,0.0,9.0,7.0,15.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7748,T8,0.0,0.0,8.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
7749,T9,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7750,T0,24.0,0.0,3.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
7751,T1,17.0,5.0,4.0,30.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
7752,T2,86.0,6.0,5.0,43.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
7753,T3,49.0,0.0,1.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7754,T4,67.0,9.0,6.0,35.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
7755,T5,19.0,7.0,2.0,21.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
7756,T6,9.0,18.0,4.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7757,T7,14.0,9.0,7.0,15.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
7758,T8,21.0,0.0,6.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
7759,T9,23.0,0.0,3.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7760,T0,6.0,1.0,11.0,16.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
7761,T1,38.0,4.0,19.0,30.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0
7762,T2,53.0,0.0,16.0,44.0,19.0,7.0,8.0,0.0,0.0,0.0,1.0,0.0
7763,T3,12.0,0.0,5.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
7764,T4,28.0,0.0,66.0,85.0,14.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0
7765,T5,11.0,12.0,28.0,34.0,13.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0
7766,T6,8.0,9.0,30.0,39.0,14.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0
7767,T7,16.0,0.0,32.0,49.0,12.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0
7768,T8,70.0,0.0,101.0,67.0,0.0,76.0,17.0,0.0,0.0,0.0,0.0,0.0
7769,T9,20.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7770,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7771,T1,26.0,0.0,4.0,16.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7772,T2,6.0,2.0,1.0,11.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7773,T3,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7774,T4,2.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7775,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7776,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7777,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7778,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7779,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7780,T0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7781,T1,316.0,41.0,35.0,87.0,1.0,13.0,17.0,0.0,0.0,0.0,5.0,1.0
7782,T2,299.0,0.0,5.0,53.0,15.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
7783,T3,216.0,0.0,0.0,36.0,21.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
7784,T4,125.0,0.0,2.0,29.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
7785,T5,427.0,0.0,1.0,53.0,20.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
7786,T6,318.0,41.0,3.0,62.0,42.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
7787,T7,166.0,7.0,5.0,58.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
7788,T8,886.0,0.0,21.0,66.0,0.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0
7789,T9,251.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
7790,T0,16.0,1.0,6.0,15.0,0.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0
7791,T1,22.0,0.0,12.0,28.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
7792,T2,76.0,0.0,12.0,43.0,15.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0
7793,T3,34.0,0.0,2.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
7794,T4,69.0,0.0,4.0,66.0,14.0,2.0,17.0,7.0,0.0,0.0,0.0,0.0
7795,T5,15.0,0.0,1.0,44.0,14.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
7796,T6,16.0,32.0,10.0,47.0,16.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0
7797,T7,19.0,3.0,28.0,53.0,23.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0
7798,T8,85.0,0.0,10.0,59.0,0.0,8.0,7.0,13.0,0.0,0.0,0.0,0.0
7799,T9,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7800,T0,0.0,1.0,6.0,5.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0
7801,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7802,T2,4.0,0.0,5.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7803,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7804,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7805,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7806,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7807,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7808,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7809,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7810,T0,98.0,0.0,1.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7811,T1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7812,T2,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7813,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7814,T4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7815,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7816,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7817,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7818,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7819,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7820,T0,377.0,2.0,18.0,114.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0
7821,T1,1674.0,85.0,18.0,451.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
7822,T2,794.0,0.0,7.0,260.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
7823,T3,446.0,0.0,2.0,98.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
7824,T4,1211.0,0.0,6.0,489.0,84.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0
7825,T5,802.0,11.0,5.0,343.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
7826,T6,1172.0,13.0,15.0,886.0,16.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0
7827,T7,854.0,10.0,27.0,432.0,7.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0
7828,T8,739.0,0.0,4.0,425.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
7829,T9,149.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7830,T0,0.0,0.0,1.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7831,T1,35.0,0.0,1.0,11.0,15.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0
7832,T2,26.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7833,T3,0.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7834,T4,0.0,0.0,0.0,18.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7835,T5,19.0,0.0,3.0,29.0,25.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
7836,T6,0.0,18.0,1.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
7837,T7,1.0,0.0,0.0,3.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
7838,T8,0.0,4.0,5.0,4.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
7839,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7840,T0,0.0,0.0,8.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
7841,T1,219.0,2.0,33.0,53.0,0.0,57.0,18.0,0.0,0.0,0.0,1.0,0.0
7842,T2,12.0,0.0,1.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7843,T3,131.0,9.0,70.0,31.0,16.0,161.0,6.0,0.0,0.0,0.0,4.0,0.0
7844,T4,70.0,4.0,3.0,20.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
7845,T5,105.0,3.0,16.0,46.0,23.0,25.0,8.0,0.0,0.0,0.0,1.0,0.0
7846,T6,55.0,7.0,1.0,25.0,24.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
7847,T7,129.0,1.0,18.0,34.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0
7848,T8,142.0,0.0,5.0,25.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
7849,T9,49.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
7850,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7851,T1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7852,T2,16.0,0.0,5.0,8.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7853,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7854,T4,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7855,T5,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7856,T6,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7857,T7,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7858,T8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7859,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7860,T0,0.0,2.0,7.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
7861,T1,82.0,1.0,27.0,33.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0
7862,T2,63.0,0.0,5.0,23.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7863,T3,45.0,0.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7864,T4,43.0,28.0,6.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7865,T5,14.0,0.0,1.0,16.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7866,T6,21.0,15.0,0.0,22.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7867,T7,12.0,3.0,5.0,13.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7868,T8,19.0,0.0,2.0,13.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
7869,T9,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7870,T0,25.0,0.0,11.0,21.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0
7871,T1,152.0,4.0,2.0,43.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0
7872,T2,244.0,0.0,2.0,60.0,26.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0
7873,T3,138.0,0.0,0.0,28.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
7874,T4,69.0,0.0,2.0,29.0,12.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0
7875,T5,180.0,0.0,0.0,23.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
7876,T6,102.0,14.0,8.0,46.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0
7877,T7,67.0,1.0,8.0,28.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0
7878,T8,59.0,0.0,7.0,24.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
7879,T9,12.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7880,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7881,T1,22.0,0.0,3.0,11.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0
7882,T2,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7883,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7884,T4,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7885,T5,1.0,0.0,0.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7886,T6,1.0,0.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7887,T7,0.0,0.0,7.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7888,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7889,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7890,T0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7891,T1,10.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7892,T2,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7893,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7894,T4,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7895,T5,45.0,4.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7896,T6,232.0,14.0,4.0,54.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
7897,T7,256.0,7.0,23.0,64.0,15.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0
7898,T8,436.0,0.0,4.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7899,T9,269.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7900,T0,0.0,2.0,13.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
7901,T1,8.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7902,T2,2.0,0.0,0.0,8.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
7903,T3,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7904,T4,0.0,0.0,0.0,7.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7905,T5,0.0,1.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7906,T6,0.0,15.0,2.0,8.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7907,T7,0.0,0.0,3.0,5.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7908,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7909,T9,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7910,T0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7911,T1,5.0,2.0,10.0,19.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
7912,T2,0.0,0.0,1.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7913,T3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7914,T4,1.0,0.0,3.0,8.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7915,T5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7916,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7917,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7918,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7919,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7920,T0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7921,T1,12.0,0.0,14.0,18.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
7922,T2,0.0,0.0,1.0,7.0,17.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
7923,T3,0.0,0.0,1.0,17.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
7924,T4,0.0,0.0,2.0,17.0,24.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
7925,T5,0.0,0.0,0.0,12.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7926,T6,6.0,4.0,0.0,13.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7927,T7,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7928,T8,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7929,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7930,T0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
7931,T1,5.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7932,T2,5.0,0.0,0.0,9.0,15.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
7933,T3,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7934,T4,9.0,0.0,0.0,12.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
7935,T5,0.0,0.0,1.0,18.0,13.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
7936,T6,0.0,10.0,2.0,5.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7937,T7,0.0,0.0,11.0,20.0,16.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0
7938,T8,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7939,T9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7940,T0,62.0,2.0,11.0,22.0,1.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0
7941,T1,526.0,16.0,65.0,156.0,2.0,31.0,26.0,1.0,0.0,0.0,3.0,0.0
7942,T2,151.0,0.0,59.0,100.0,14.0,42.0,23.0,0.0,0.0,0.0,0.0,0.0
7943,T3,19.0,0.0,20.0,32.0,12.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
7944,T4,112.0,0.0,37.0,212.0,12.0,43.0,27.0,0.0,0.0,0.0,0.0,0.0
7945,T5,22.0,0.0,16.0,31.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0
7946,T6,12.0,10.0,10.0,26.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
7947,T7,24.0,1.0,25.0,45.0,24.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0
7948,T8,53.0,0.0,20.0,46.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0
7949,T9,51.0,0.0,16.0,41.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
7950,T0,30.0,0.0,8.0,11.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
7951,T1,93.0,1.0,34.0,62.0,0.0,51.0,7.0,5.0,0.0,0.0,0.0,0.0
7952,T2,65.0,0.0,13.0,32.0,29.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0
7953,T3,21.0,8.0,42.0,39.0,35.0,107.0,9.0,3.0,0.0,0.0,3.0,0.0
7954,T4,13.0,1.0,16.0,36.0,29.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0
7955,T5,26.0,1.0,5.0,30.0,32.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
7956,T6,35.0,0.0,7.0,21.0,28.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0
7957,T7,34.0,1.0,13.0,33.0,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0
7958,T8,33.0,0.0,15.0,25.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
7959,T9,7.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
7960,T0,27.0,0.0,4.0,8.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
7961,T1,45.0,6.0,25.0,39.0,2.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0
7962,T2,8.0,0.0,8.0,17.0,22.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0
7963,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7964,T4,30.0,0.0,9.0,24.0,27.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0
7965,T5,12.0,0.0,9.0,13.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
7966,T6,4.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7967,T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7968,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7969,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7970,T0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7971,T1,126.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7972,T2,30.0,0.0,1.0,13.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7973,T3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7974,T4,21.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7975,T5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7976,T6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7977,T7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7978,T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7979,T9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
